Region,Year,Type of alcoholic beverages,Consumption of alcoholic beverages (thousands of decaliters),Consumption of alcoholic beverages (in liters per capita),Consumption of alcoholic beverages (in liters of pure alcohol per capita)
Tyumen Oblast,2018,Brandy,98.33,0.64,0.26
Altai Republic,2018,Brandy,5.99,0.28,0.11
Tuva,2018,Brandy,5.43,0.17,0.07
Khakassia,2018,Brandy,20.85,0.39,0.15
Altai Krai,2018,Brandy,79.97,0.35,0.14
Krasnoyarsk Krai,2018,Brandy,192.43,0.67,0.27
Irkutsk Oblast,2018,Brandy,119.06,0.49,0.20
Kemerovo Oblast,2018,Brandy,156.67,0.58,0.23
Novosibirsk Oblast,2018,Brandy,165.97,0.59,0.24
Omsk Oblast,2018,Brandy,90.65,0.47,0.19
Tomsk Oblast,2018,Brandy,75.75,0.70,0.28
Buryatia,2018,Brandy,27.58,0.28,0.11
Sakha (Yakutia),2018,Brandy,57.41,0.59,0.24
Zabaykalsky Krai,2018,Brandy,26.66,0.25,0.10
Kamchatka Krai,2018,Brandy,47.01,1.55,0.62
Primorsky Krai,2018,Brandy,180.60,0.95,0.38
Khabarovsk Krai,2018,Brandy,137.73,1.04,0.42
Amur Oblast,2018,Brandy,48.09,0.61,0.24
Magadan Oblast,2018,Brandy,24.82,1.74,0.69
Sakhalin Oblast,2018,Brandy,65.25,1.36,0.55
Jewish Autonomous Oblast,2018,Brandy,8.56,0.54,0.22
Chukotka Autonomous Okrug,2018,Brandy,7.10,1.48,0.59
Belgorod Oblast,2019,Brandy,54.25,0.35,0.14
Bryansk Oblast,2019,Brandy,66.65,0.56,0.22
Vladimir Oblast,2019,Brandy,127.51,0.92,0.37
Voronezh Oblast,2019,Brandy,163.16,0.70,0.28
Ivanovo Oblast,2019,Brandy,69.57,0.72,0.29
Kaluga Oblast,2019,Brandy,103.73,0.98,0.39
Kostroma Oblast,2019,Brandy,46.93,0.77,0.31
Kursk Oblast,2019,Brandy,66.35,0.60,0.24
Lipetsk Oblast,2019,Brandy,68.07,0.59,0.23
Moscow Oblast,2019,Brandy,1275.61,1.55,0.62
Oryol Oblast,2019,Brandy,50.21,0.68,0.27
Ryazan Oblast,2019,Brandy,79.10,0.70,0.28
Smolensk Oblast,2019,Brandy,94.80,1.02,0.41
Tambov Oblast,2019,Brandy,48.66,0.48,0.19
Tver Oblast,2019,Brandy,123.33,0.97,0.39
Tula Oblast,2019,Brandy,113.33,0.74,0.30
Yaroslavl Oblast,2019,Brandy,143.70,1.16,0.46
Moscow,2019,Brandy,1394.68,1.09,0.43
Republic of Karelia,2019,Brandy,85.87,1.53,0.61
Komi Republic,2019,Brandy,96.33,1.24,0.49
Nenets Autonomous Okrug,2019,Brandy,4.74,1.14,0.46
Vologda Oblast,2019,Brandy,105.32,0.90,0.36
Kaliningrad Oblast,2019,Brandy,93.03,0.93,0.37
Leningrad Oblast,2019,Brandy,305.81,1.60,0.64
Murmansk Oblast,2019,Brandy,146.19,2.08,0.83
Novgorod Oblast,2019,Brandy,65.24,1.09,0.44
Pskov Oblast,2019,Brandy,58.93,0.95,0.38
Saint Petersburg,2019,Brandy,789.13,1.42,0.57
Arkhangelsk Oblast,2019,Brandy,118.61,1.15,0.46
Adygea,2019,Brandy,25.20,0.53,0.21
Kalmykia,2019,Brandy,11.78,0.43,0.17
Republic of Crimea,2019,Brandy,198.65,1.03,0.41
Krasnodar Krai,2019,Brandy,467.73,0.81,0.33
Astrakhan Oblast,2019,Brandy,59.66,0.60,0.24
Volgograd Oblast,2019,Brandy,145.27,0.57,0.23
Rostov Oblast,2019,Brandy,250.94,0.59,0.24
Sevastopol,2019,Brandy,63.34,1.27,0.51
Dagestan,2019,Brandy,66.82,0.21,0.09
Ingushetia,2019,Brandy,1.20,0.02,0.01
Kabardino-Balkaria,2019,Brandy,14.90,0.17,0.07
Karachay-Cherkessia,2019,Brandy,8.54,0.18,0.07
North Ossetia-Alania,2019,Brandy,8.15,0.12,0.05
Chechnya,2019,Brandy,1.31,0.01,0.00
Stavropol Krai,2019,Brandy,134.50,0.47,0.19
Bashkortostan,2019,Brandy,219.24,0.53,0.21
Mari El,2019,Brandy,46.27,0.68,0.27
Mordovia,2019,Brandy,33.32,0.41,0.17
Tatarstan,2019,Brandy,305.76,0.77,0.31
Udmurtia,2019,Brandy,105.04,0.71,0.28
Chuvashia,2019,Brandy,64.77,0.53,0.21
Perm Krai,2019,Brandy,213.09,0.82,0.33
Kirov Oblast,2019,Brandy,88.12,0.73,0.29
Nizhny Novgorod Oblast,2019,Brandy,266.96,0.84,0.33
Orenburg Oblast,2019,Brandy,81.04,0.42,0.17
Penza Oblast,2019,Brandy,60.98,0.47,0.19
Samara Oblast,2019,Brandy,235.61,0.73,0.29
Saratov Oblast,2019,Brandy,124.10,0.50,0.20
Ulyanovsk Oblast,2019,Brandy,74.38,0.61,0.24
Kurgan Oblast,2019,Brandy,34.68,0.43,0.17
Sverdlovsk Oblast,2019,Brandy,384.00,0.89,0.36
Khanty–Mansi Autonomous Okrug – Yugra,2019,Brandy,193.21,1.16,0.46
Yamalo-Nenets Autonomous Okrug,2019,Brandy,78.88,1.54,0.62
Chelyabinsk Oblast,2019,Brandy,222.91,0.64,0.26
Tyumen Oblast,2019,Brandy,103.12,0.66,0.27
Altai Republic,2019,Brandy,7.36,0.35,0.14
Tuva,2019,Brandy,5.91,0.18,0.07
Khakassia,2019,Brandy,23.11,0.43,0.17
Altai Krai,2019,Brandy,80.54,0.36,0.14
Krasnoyarsk Krai,2019,Brandy,213.57,0.74,0.30
Irkutsk Oblast,2019,Brandy,127.62,0.53,0.21
Kemerovo Oblast,2019,Brandy,173.46,0.65,0.26
Novosibirsk Oblast,2019,Brandy,174.14,0.62,0.25
Omsk Oblast,2019,Brandy,95.63,0.50,0.20
Tomsk Oblast,2019,Brandy,81.57,0.76,0.30
Buryatia,2019,Brandy,29.36,0.30,0.12
Sakha (Yakutia),2019,Brandy,59.11,0.61,0.24
Zabaykalsky Krai,2019,Brandy,28.76,0.28,0.11
Kamchatka Krai,2019,Brandy,47.80,1.59,0.64
Primorsky Krai,2019,Brandy,188.66,1.00,0.40
Khabarovsk Krai,2019,Brandy,143.38,1.09,0.44
Amur Oblast,2019,Brandy,52.05,0.66,0.26
Magadan Oblast,2019,Brandy,24.77,1.77,0.71
Sakhalin Oblast,2019,Brandy,69.01,1.45,0.58
Jewish Autonomous Oblast,2019,Brandy,9.37,0.60,0.24
Chukotka Autonomous Okrug,2019,Brandy,7.86,1.63,0.65
Belgorod Oblast,2020,Brandy,61.26,0.39,0.16
Bryansk Oblast,2020,Brandy,67.34,0.57,0.23
Vladimir Oblast,2020,Brandy,126.75,0.92,0.37
Voronezh Oblast,2020,Brandy,163.03,0.70,0.28
Ivanovo Oblast,2020,Brandy,67.27,0.71,0.28
Kaluga Oblast,2020,Brandy,105.71,1.00,0.40
Kostroma Oblast,2020,Brandy,46.66,0.78,0.31
Kursk Oblast,2020,Brandy,68.64,0.62,0.25
Lipetsk Oblast,2020,Brandy,71.31,0.61,0.25
Moscow Oblast,2020,Brandy,1293.32,1.54,0.62
Oryol Oblast,2020,Brandy,50.55,0.69,0.28
Ryazan Oblast,2020,Brandy,79.25,0.71,0.28
Smolensk Oblast,2020,Brandy,93.13,1.02,0.41
Tambov Oblast,2020,Brandy,49.20,0.49,0.20
Tver Oblast,2020,Brandy,124.58,0.99,0.40
Tula Oblast,2020,Brandy,113.62,0.75,0.30
Yaroslavl Oblast,2020,Brandy,138.34,1.12,0.45
Moscow,2020,Brandy,1293.24,1.00,0.40
Republic of Karelia,2020,Brandy,83.92,1.52,0.61
Komi Republic,2020,Brandy,95.62,1.25,0.50
Nenets Autonomous Okrug,2020,Brandy,4.81,1.16,0.46
Vologda Oblast,2020,Brandy,107.39,0.93,0.37
Kaliningrad Oblast,2020,Brandy,95.87,0.94,0.38
Leningrad Oblast,2020,Brandy,307.84,1.58,0.63
Murmansk Oblast,2020,Brandy,139.56,2.02,0.81
Novgorod Oblast,2020,Brandy,62.62,1.06,0.42
Pskov Oblast,2020,Brandy,58.67,0.96,0.38
Saint Petersburg,2020,Brandy,736.13,1.32,0.53
Arkhangelsk Oblast,2020,Brandy,117.99,1.16,0.47
Adygea,2020,Brandy,24.39,0.50,0.20
Kalmykia,2020,Brandy,10.19,0.38,0.15
Republic of Crimea,2020,Brandy,201.12,1.04,0.41
Krasnodar Krai,2020,Brandy,453.87,0.78,0.31
Astrakhan Oblast,2020,Brandy,56.69,0.58,0.23
Volgograd Oblast,2020,Brandy,137.39,0.54,0.22
Rostov Oblast,2020,Brandy,246.65,0.58,0.23
Sevastopol,2020,Brandy,66.96,1.28,0.51
Dagestan,2020,Brandy,64.56,0.21,0.08
Ingushetia,2020,Brandy,1.28,0.03,0.01
Kabardino-Balkaria,2020,Brandy,15.39,0.17,0.07
Karachay-Cherkessia,2020,Brandy,8.75,0.19,0.07
North Ossetia-Alania,2020,Brandy,9.30,0.13,0.05
Chechnya,2020,Brandy,2.61,0.02,0.01
Stavropol Krai,2020,Brandy,122.74,0.42,0.17
Bashkortostan,2020,Brandy,221.26,0.54,0.22
Mari El,2020,Brandy,42.04,0.62,0.25
Mordovia,2020,Brandy,32.98,0.41,0.17
Tatarstan,2020,Brandy,300.66,0.75,0.30
Udmurtia,2020,Brandy,106.01,0.72,0.29
Chuvashia,2020,Brandy,62.97,0.52,0.21
Perm Krai,2020,Brandy,204.77,0.80,0.32
Kirov Oblast,2020,Brandy,85.55,0.72,0.29
Nizhny Novgorod Oblast,2020,Brandy,258.80,0.82,0.33
Orenburg Oblast,2020,Brandy,82.06,0.43,0.17
Penza Oblast,2020,Brandy,61.04,0.47,0.19
Samara Oblast,2020,Brandy,232.50,0.73,0.29
Saratov Oblast,2020,Brandy,122.54,0.49,0.20
Ulyanovsk Oblast,2020,Brandy,74.51,0.61,0.24
Kurgan Oblast,2020,Brandy,34.35,0.43,0.17
Sverdlovsk Oblast,2020,Brandy,368.40,0.85,0.34
Khanty–Mansi Autonomous Okrug – Yugra,2020,Brandy,195.11,1.16,0.46
Yamalo-Nenets Autonomous Okrug,2020,Brandy,85.06,1.67,0.67
Chelyabinsk Oblast,2020,Brandy,218.55,0.63,0.25
Tyumen Oblast,2020,Brandy,102.37,0.65,0.26
Altai Republic,2020,Brandy,7.82,0.37,0.15
Tuva,2020,Brandy,3.58,0.11,0.04
Khakassia,2020,Brandy,25.14,0.47,0.19
Altai Krai,2020,Brandy,83.83,0.38,0.15
Krasnoyarsk Krai,2020,Brandy,218.90,0.76,0.30
Irkutsk Oblast,2020,Brandy,136.27,0.57,0.23
Kemerovo Oblast,2020,Brandy,173.04,0.65,0.26
Novosibirsk Oblast,2020,Brandy,178.02,0.63,0.25
Omsk Oblast,2020,Brandy,94.79,0.50,0.20
Tomsk Oblast,2020,Brandy,83.43,0.78,0.31
Buryatia,2020,Brandy,32.08,0.33,0.13
Sakha (Yakutia),2020,Brandy,57.76,0.59,0.24
Zabaykalsky Krai,2020,Brandy,30.31,0.30,0.12
Kamchatka Krai,2020,Brandy,50.18,1.69,0.68
Primorsky Krai,2020,Brandy,189.58,1.01,0.40
Khabarovsk Krai,2020,Brandy,140.46,1.07,0.43
Amur Oblast,2020,Brandy,54.33,0.69,0.28
Magadan Oblast,2020,Brandy,25.34,1.83,0.73
Sakhalin Oblast,2020,Brandy,72.06,1.52,0.61
Jewish Autonomous Oblast,2020,Brandy,9.16,0.59,0.24
Chukotka Autonomous Okrug,2020,Brandy,8.07,1.66,0.66
Belgorod Oblast,2021,Brandy,72.18,0.47,0.19
Bryansk Oblast,2021,Brandy,71.12,0.60,0.24
Vladimir Oblast,2021,Brandy,127.44,0.94,0.38
Voronezh Oblast,2021,Brandy,169.42,0.73,0.29
Ivanovo Oblast,2021,Brandy,68.68,0.73,0.29
Kaluga Oblast,2021,Brandy,106.34,1.01,0.40
Kostroma Oblast,2021,Brandy,48.07,0.82,0.33
Kursk Oblast,2021,Brandy,72.10,0.66,0.26
Lipetsk Oblast,2021,Brandy,73.53,0.64,0.26
Moscow Oblast,2021,Brandy,1277.24,1.51,0.61
Oryol Oblast,2021,Brandy,52.67,0.73,0.29
Ryazan Oblast,2021,Brandy,80.70,0.73,0.29
Smolensk Oblast,2021,Brandy,92.09,1.02,0.41
Tambov Oblast,2021,Brandy,49.67,0.50,0.20
Tver Oblast,2021,Brandy,124.81,1.01,0.40
Tula Oblast,2021,Brandy,115.21,0.76,0.31
Yaroslavl Oblast,2021,Brandy,136.57,1.12,0.45
Moscow,2021,Brandy,1296.20,1.00,0.40
Republic of Karelia,2021,Brandy,83.82,1.55,0.62
Komi Republic,2021,Brandy,91.66,1.22,0.49
Nenets Autonomous Okrug,2021,Brandy,4.62,1.11,0.44
Vologda Oblast,2021,Brandy,104.75,0.91,0.36
Kaliningrad Oblast,2021,Brandy,108.29,1.06,0.42
Leningrad Oblast,2021,Brandy,307.68,1.56,0.62
Murmansk Oblast,2021,Brandy,130.80,1.93,0.77
Novgorod Oblast,2021,Brandy,63.51,1.08,0.43
Pskov Oblast,2021,Brandy,60.25,1.00,0.40
Saint Petersburg,2021,Brandy,733.45,1.31,0.52
Arkhangelsk Oblast,2021,Brandy,111.56,1.12,0.45
Adygea,2021,Brandy,26.38,0.54,0.22
Kalmykia,2021,Brandy,10.76,0.40,0.16
Republic of Crimea,2021,Brandy,237.98,1.23,0.49
Krasnodar Krai,2021,Brandy,516.03,0.89,0.35
Astrakhan Oblast,2021,Brandy,56.03,0.58,0.23
Volgograd Oblast,2021,Brandy,138.18,0.55,0.22
Rostov Oblast,2021,Brandy,255.82,0.61,0.24
Sevastopol,2021,Brandy,76.13,1.43,0.57
Dagestan,2021,Brandy,76.40,0.24,0.10
Ingushetia,2021,Brandy,1.94,0.04,0.02
Kabardino-Balkaria,2021,Brandy,17.99,0.20,0.08
Karachay-Cherkessia,2021,Brandy,9.65,0.21,0.08
North Ossetia-Alania,2021,Brandy,12.27,0.18,0.07
Chechnya,2021,Brandy,2.31,0.02,0.01
Stavropol Krai,2021,Brandy,142.31,0.49,0.20
Bashkortostan,2021,Brandy,236.52,0.58,0.23
Mari El,2021,Brandy,46.69,0.69,0.27
Mordovia,2021,Brandy,34.51,0.44,0.18
Tatarstan,2021,Brandy,310.28,0.78,0.31
Udmurtia,2021,Brandy,110.85,0.76,0.30
Chuvashia,2021,Brandy,66.30,0.55,0.22
Perm Krai,2021,Brandy,211.55,0.83,0.33
Kirov Oblast,2021,Brandy,88.62,0.76,0.30
Nizhny Novgorod Oblast,2021,Brandy,262.36,0.83,0.33
Orenburg Oblast,2021,Brandy,86.14,0.46,0.18
Penza Oblast,2021,Brandy,61.95,0.48,0.19
Samara Oblast,2021,Brandy,235.41,0.74,0.30
Saratov Oblast,2021,Brandy,126.14,0.51,0.21
Ulyanovsk Oblast,2021,Brandy,79.04,0.65,0.26
Kurgan Oblast,2021,Brandy,37.02,0.47,0.19
Sverdlovsk Oblast,2021,Brandy,376.47,0.88,0.35
Khanty–Mansi Autonomous Okrug – Yugra,2021,Brandy,190.53,1.12,0.45
Yamalo-Nenets Autonomous Okrug,2021,Brandy,83.60,1.64,0.66
Chelyabinsk Oblast,2021,Brandy,228.05,0.66,0.26
Tyumen Oblast,2021,Brandy,106.65,0.67,0.27
Altai Republic,2021,Brandy,10.07,0.48,0.19
Tuva,2021,Brandy,6.25,0.19,0.07
Khakassia,2021,Brandy,28.83,0.54,0.21
Altai Krai,2021,Brandy,96.06,0.44,0.18
Krasnoyarsk Krai,2021,Brandy,249.29,0.87,0.35
Irkutsk Oblast,2021,Brandy,151.48,0.64,0.25
Kemerovo Oblast,2021,Brandy,183.73,0.70,0.28
Novosibirsk Oblast,2021,Brandy,194.47,0.69,0.28
Omsk Oblast,2021,Brandy,101.51,0.54,0.22
Tomsk Oblast,2021,Brandy,85.54,0.80,0.32
Buryatia,2021,Brandy,40.15,0.41,0.16
Sakha (Yakutia),2021,Brandy,62.52,0.63,0.25
Zabaykalsky Krai,2021,Brandy,33.10,0.33,0.13
Kamchatka Krai,2021,Brandy,50.28,1.71,0.69
Primorsky Krai,2021,Brandy,197.40,1.06,0.42
Khabarovsk Krai,2021,Brandy,141.20,1.09,0.44
Amur Oblast,2021,Brandy,60.60,0.78,0.31
Magadan Oblast,2021,Brandy,25.25,1.84,0.74
Sakhalin Oblast,2021,Brandy,70.49,1.50,0.60
Jewish Autonomous Oblast,2021,Brandy,9.86,0.65,0.26
Chukotka Autonomous Okrug,2021,Brandy,8.02,1.68,0.67
Belgorod Oblast,2022,Brandy,86.55,0.56,0.23
Bryansk Oblast,2022,Brandy,77.41,0.66,0.27
Vladimir Oblast,2022,Brandy,133.97,1.00,0.40
Voronezh Oblast,2022,Brandy,186.43,0.81,0.32
Ivanovo Oblast,2022,Brandy,70.88,0.77,0.31
Kaluga Oblast,2022,Brandy,110.94,1.03,0.41
Kostroma Oblast,2022,Brandy,50.99,0.88,0.35
Kursk Oblast,2022,Brandy,80.92,0.75,0.30
Lipetsk Oblast,2022,Brandy,79.82,0.70,0.28
Moscow Oblast,2022,Brandy,1342.15,1.57,0.63
Oryol Oblast,2022,Brandy,55.34,0.78,0.31
Ryazan Oblast,2022,Brandy,85.72,0.78,0.31
Smolensk Oblast,2022,Brandy,95.60,1.08,0.43
Tambov Oblast,2022,Brandy,53.17,0.54,0.22
Tver Oblast,2022,Brandy,130.97,1.07,0.43
Tula Oblast,2022,Brandy,121.39,0.81,0.32
Yaroslavl Oblast,2022,Brandy,140.72,1.17,0.47
Moscow,2022,Brandy,1352.35,1.04,0.42
Republic of Karelia,2022,Brandy,87.34,1.64,0.66
Komi Republic,2022,Brandy,88.81,1.21,0.48
Nenets Autonomous Okrug,2022,Brandy,4.64,1.12,0.45
Vologda Oblast,2022,Brandy,105.75,0.93,0.37
Kaliningrad Oblast,2022,Brandy,117.51,1.14,0.46
Leningrad Oblast,2022,Brandy,326.86,1.63,0.65
Murmansk Oblast,2022,Brandy,131.77,1.98,0.79
Novgorod Oblast,2022,Brandy,65.91,1.13,0.45
Pskov Oblast,2022,Brandy,62.20,1.04,0.42
Saint Petersburg,2022,Brandy,777.82,1.39,0.55
Arkhangelsk Oblast,2022,Brandy,110.29,1.13,0.45
Adygea,2022,Brandy,28.69,0.58,0.23
Kalmykia,2022,Brandy,11.24,0.42,0.17
Republic of Crimea,2022,Brandy,222.17,1.15,0.46
Krasnodar Krai,2022,Brandy,552.40,0.95,0.38
Astrakhan Oblast,2022,Brandy,57.94,0.60,0.24
Volgograd Oblast,2022,Brandy,150.20,0.60,0.24
Rostov Oblast,2022,Brandy,282.87,0.67,0.27
Sevastopol,2022,Brandy,73.60,1.34,0.54
Dagestan,2022,Brandy,98.13,0.31,0.12
Ingushetia,2022,Brandy,2.55,0.05,0.02
Kabardino-Balkaria,2022,Brandy,19.77,0.22,0.09
Karachay-Cherkessia,2022,Brandy,10.87,0.23,0.09
North Ossetia-Alania,2022,Brandy,13.53,0.20,0.08
Chechnya,2022,Brandy,1.65,0.01,0.00
Stavropol Krai,2022,Brandy,154.41,0.53,0.21
Bashkortostan,2022,Brandy,258.96,0.63,0.25
Mari El,2022,Brandy,49.87,0.74,0.29
Mordovia,2022,Brandy,37.51,0.48,0.19
Tatarstan,2022,Brandy,350.63,0.88,0.35
Udmurtia,2022,Brandy,117.14,0.81,0.32
Chuvashia,2022,Brandy,73.20,0.62,0.25
Perm Krai,2022,Brandy,214.78,0.85,0.34
Kirov Oblast,2022,Brandy,93.27,0.81,0.32
Nizhny Novgorod Oblast,2022,Brandy,279.61,0.90,0.36
Orenburg Oblast,2022,Brandy,92.78,0.50,0.20
Penza Oblast,2022,Brandy,69.00,0.55,0.22
Samara Oblast,2022,Brandy,256.36,0.81,0.32
Saratov Oblast,2022,Brandy,135.19,0.56,0.22
Ulyanovsk Oblast,2022,Brandy,83.99,0.70,0.28
Kurgan Oblast,2022,Brandy,38.85,0.50,0.20
Sverdlovsk Oblast,2022,Brandy,390.10,0.91,0.37
Khanty–Mansi Autonomous Okrug – Yugra,2022,Brandy,190.59,1.11,0.44
Yamalo-Nenets Autonomous Okrug,2022,Brandy,83.76,1.64,0.66
Chelyabinsk Oblast,2022,Brandy,241.81,0.71,0.28
Tyumen Oblast,2022,Brandy,115.08,0.72,0.29
Altai Republic,2022,Brandy,11.79,0.56,0.22
Tuva,2022,Brandy,5.76,0.17,0.07
Khakassia,2022,Brandy,32.17,0.60,0.24
Altai Krai,2022,Brandy,104.54,0.49,0.19
Krasnoyarsk Krai,2022,Brandy,270.29,0.95,0.38
Irkutsk Oblast,2022,Brandy,163.38,0.69,0.28
Kemerovo Oblast,2022,Brandy,193.32,0.75,0.30
Novosibirsk Oblast,2022,Brandy,207.76,0.74,0.30
Omsk Oblast,2022,Brandy,107.99,0.58,0.23
Tomsk Oblast,2022,Brandy,87.96,0.83,0.33
Buryatia,2022,Brandy,39.95,0.41,0.16
Sakha (Yakutia),2022,Brandy,63.01,0.63,0.25
Zabaykalsky Krai,2022,Brandy,33.76,0.34,0.13
Kamchatka Krai,2022,Brandy,47.65,1.63,0.65
Primorsky Krai,2022,Brandy,185.40,1.01,0.40
Khabarovsk Krai,2022,Brandy,132.47,1.02,0.41
Amur Oblast,2022,Brandy,62.83,0.82,0.33
Magadan Oblast,2022,Brandy,23.74,1.75,0.70
Sakhalin Oblast,2022,Brandy,63.31,1.36,0.54
Jewish Autonomous Oblast,2022,Brandy,9.64,0.64,0.26
Chukotka Autonomous Okrug,2022,Brandy,7.23,1.51,0.60
Belgorod Oblast,2023,Brandy,97.35,0.64,0.26
Bryansk Oblast,2023,Brandy,87.74,0.76,0.30
Vladimir Oblast,2023,Brandy,147.69,1.11,0.45
Voronezh Oblast,2023,Brandy,221.45,0.97,0.39
Ivanovo Oblast,2023,Brandy,80.62,0.88,0.35
Kaluga Oblast,2023,Brandy,118.65,1.11,0.44
Kostroma Oblast,2023,Brandy,57.07,1.00,0.40
Kursk Oblast,2023,Brandy,94.20,0.88,0.35
Lipetsk Oblast,2023,Brandy,93.04,0.83,0.33
Moscow Oblast,2023,Brandy,1440.45,1.68,0.67
Oryol Oblast,2023,Brandy,62.08,0.89,0.35
Ryazan Oblast,2023,Brandy,96.27,0.88,0.35
Smolensk Oblast,2023,Brandy,104.15,1.19,0.48
Tambov Oblast,2023,Brandy,62.80,0.65,0.26
Tver Oblast,2023,Brandy,141.70,1.17,0.47
Tula Oblast,2023,Brandy,135.19,0.91,0.37
Yaroslavl Oblast,2023,Brandy,154.42,1.29,0.52
Moscow,2023,Brandy,1408.79,1.08,0.43
Republic of Karelia,2023,Brandy,93.10,1.76,0.71
Komi Republic,2023,Brandy,90.60,1.25,0.50
Nenets Autonomous Okrug,2023,Brandy,4.70,1.14,0.45
Vologda Oblast,2023,Brandy,112.57,1.00,0.40
Kaliningrad Oblast,2023,Brandy,126.19,1.22,0.49
Leningrad Oblast,2023,Brandy,346.51,1.71,0.68
Murmansk Oblast,2023,Brandy,134.04,2.03,0.81
Novgorod Oblast,2023,Brandy,71.42,1.24,0.50
Pskov Oblast,2023,Brandy,67.17,1.14,0.46
Saint Petersburg,2023,Brandy,820.02,1.46,0.59
Arkhangelsk Oblast,2023,Brandy,116.81,1.21,0.48
Adygea,2023,Brandy,32.17,0.65,0.26
Kalmykia,2023,Brandy,12.27,0.46,0.19
Republic of Crimea,2023,Brandy,248.73,1.30,0.52
Krasnodar Krai,2023,Brandy,641.88,1.10,0.44
Astrakhan Oblast,2023,Brandy,63.17,0.66,0.27
Volgograd Oblast,2023,Brandy,171.31,0.69,0.28
Rostov Oblast,2023,Brandy,345.53,0.83,0.33
Sevastopol,2023,Brandy,77.20,1.38,0.55
Dagestan,2023,Brandy,104.76,0.33,0.13
Ingushetia,2023,Brandy,2.92,0.06,0.02
Kabardino-Balkaria,2023,Brandy,23.80,0.26,0.11
Karachay-Cherkessia,2023,Brandy,11.57,0.25,0.10
North Ossetia-Alania,2023,Brandy,15.99,0.23,0.09
Chechnya,2023,Brandy,1.29,0.01,0.00
Stavropol Krai,2023,Brandy,175.85,0.61,0.24
Bashkortostan,2023,Brandy,296.93,0.73,0.29
Mari El,2023,Brandy,56.28,0.84,0.33
Mordovia,2023,Brandy,42.47,0.55,0.22
Tatarstan,2023,Brandy,381.90,0.95,0.38
Udmurtia,2023,Brandy,132.18,0.92,0.37
Chuvashia,2023,Brandy,85.40,0.73,0.29
Perm Krai,2023,Brandy,235.69,0.94,0.38
Kirov Oblast,2023,Brandy,104.37,0.92,0.37
Nizhny Novgorod Oblast,2023,Brandy,314.60,1.02,0.41
Orenburg Oblast,2023,Brandy,105.94,0.58,0.23
Penza Oblast,2023,Brandy,79.63,0.64,0.26
Samara Oblast,2023,Brandy,287.09,0.91,0.37
Saratov Oblast,2023,Brandy,149.34,0.62,0.25
Ulyanovsk Oblast,2023,Brandy,94.96,0.80,0.32
Kurgan Oblast,2023,Brandy,44.55,0.59,0.23
Sverdlovsk Oblast,2023,Brandy,427.73,1.01,0.40
Khanty–Mansi Autonomous Okrug – Yugra,2023,Brandy,196.25,1.13,0.45
Yamalo-Nenets Autonomous Okrug,2023,Brandy,84.41,1.65,0.66
Chelyabinsk Oblast,2023,Brandy,273.92,0.80,0.32
Tyumen Oblast,2023,Brandy,125.95,0.78,0.31
Altai Republic,2023,Brandy,14.48,0.69,0.27
Tuva,2023,Brandy,6.91,0.20,0.08
Khakassia,2023,Brandy,36.38,0.69,0.27
Altai Krai,2023,Brandy,119.94,0.56,0.23
Krasnoyarsk Krai,2023,Brandy,289.38,1.02,0.41
Irkutsk Oblast,2023,Brandy,180.19,0.77,0.31
Kemerovo Oblast,2023,Brandy,214.08,0.83,0.33
Novosibirsk Oblast,2023,Brandy,229.85,0.82,0.33
Omsk Oblast,2023,Brandy,120.47,0.66,0.26
Tomsk Oblast,2023,Brandy,93.68,0.89,0.36
Buryatia,2023,Brandy,50.70,0.52,0.21
Sakha (Yakutia),2023,Brandy,65.63,0.66,0.26
Zabaykalsky Krai,2023,Brandy,40.54,0.41,0.16
Kamchatka Krai,2023,Brandy,47.74,1.65,0.66
Primorsky Krai,2023,Brandy,207.66,1.14,0.46
Khabarovsk Krai,2023,Brandy,150.15,1.17,0.47
Amur Oblast,2023,Brandy,68.37,0.90,0.36
Magadan Oblast,2023,Brandy,23.12,1.72,0.69
Sakhalin Oblast,2023,Brandy,64.10,1.39,0.56
Jewish Autonomous Oblast,2023,Brandy,10.80,0.73,0.29
Chukotka Autonomous Okrug,2023,Brandy,7.67,1.60,0.64
Belgorod Oblast,2017,Ñider,235.98,1.52,0.08
Bryansk Oblast,2017,Ñider,104.24,0.86,0.04
Vladimir Oblast,2017,Ñider,223.59,1.60,0.08
Voronezh Oblast,2017,Ñider,212.36,0.91,0.05
Ivanovo Oblast,2017,Ñider,134.80,1.36,0.07
Kaluga Oblast,2017,Ñider,82.62,0.79,0.04
Kostroma Oblast,2017,Ñider,157.12,2.52,0.13
Kursk Oblast,2017,Ñider,83.82,0.75,0.04
Lipetsk Oblast,2017,Ñider,83.14,0.71,0.04
Moscow Oblast,2017,Ñider,682.71,0.86,0.04
Oryol Oblast,2017,Ñider,76.09,1.01,0.05
Ryazan Oblast,2017,Ñider,134.83,1.19,0.06
Smolensk Oblast,2017,Ñider,126.49,1.34,0.07
Tambov Oblast,2017,Ñider,57.50,0.55,0.03
Tver Oblast,2017,Ñider,225.86,1.74,0.09
Tula Oblast,2017,Ñider,138.91,0.91,0.05
Yaroslavl Oblast,2017,Ñider,133.34,1.06,0.05
Moscow,2017,Ñider,1079.79,0.87,0.04
Republic of Karelia,2017,Ñider,66.04,1.13,0.06
Komi Republic,2017,Ñider,83.97,1.03,0.05
